old_hash_id,author_name,content,source_url,source_name,title,image_url,created_at,score,category_names,impressive_score
how-may-samsung-phones-given-to-n-korean-olympians-violate-un-sanctions--1723279393647,Ashley Paul,"South Korean company Samsung's smartphones gifted to North Korean Olympians at Paris Olympics may violate UN Security Council's sanctions against North Korea. The sanctions prohibit supply, sale or transfer of ""all industrial machinery"" to North Korea. The International Olympics Committee said the North Korean Olympians hadn't received the smartphones. It's unclear where the phones might've went.",https://apnews.com/article/olympics-2024-north-korea-samsung-smartphones-sanctions-02fec24674d7043105e13a592247a757?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,AP News,How may Samsung phones given to N Korean Olympians violate UN sanctions?,https://nis-gs.pix.in/inshorts/images/v1/variants/webp/m/2024/08_aug/10_sat/img_1723277308424_787.webp?,10-08-2024 08:43,800,"EXPLAINERS,world,sports,OLYMPICS_2024,technology",13
things-went-as-per-plan--target-for-2028-is-gold--aman-on-bronze--1723279056927,Bhuvnesh Ojha,"Speaking after winning bronze medal in the ongoing Paris Olympics in men's 57kg freestyle wrestling event, India wrestler Aman Sehrawat said his target was to bring gold medal. ""My target for the 2028 Olympics is gold,"" he stated. ""Everything on the court, went as per our plan,"" he added.  Aman defeated Puerto Rico's Darian Cruz with a scoreline of 13-5.

",https://www.sportskeeda.com/summer-olympics/news-my-target-2028-olympics-gold-aman-sehrawat-bronze-win-paris-olympics?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Sportskeeda,"Things went as per plan, target for 2028 is gold: Aman on bronze ",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723277981050_533.jpg?,10-08-2024 08:37,600,"sports,experiment,OLYMPICS_2024",11
arshad-nadeem-mobbed-by-fans-outside-pakistani-embassy-in-paris-1723278323166,System User,"Track and field athlete Arshad Nadeem was mobbed by fans and paparazzi as he arrived at the Pakistani embassy in Paris after winning gold in the Men's javelin throw final in the Olympics. In a video surfaced on social media, fans were desperately trying to take pictures with the 27-year-old as he tried to enter the embassy.",https://www.freepressjournal.in/sports/video-arshad-nadeem-mobbed-by-fans-as-he-arrives-in-pakistani-embassy-in-paris-after-clinching-gold-in-olympics?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,Arshad Nadeem mobbed by fans outside Pakistani embassy in Paris,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723278271934_845.jpg?,10-08-2024 08:25,800,"hatke,sports",13.7
i-would-love-to-coach-again-in-the-ipl--ricky-ponting-1723278188874,System User,"Ricky Ponting has expressed interest in coaching opportunities in the IPL after he parted ways with Delhi Capitals last month. ""I'd love to coach again in the IPL. I've had a great time every year I've been involved,"" Ponting said on the ICC Review. He also acknowledged that the lack of a title led to his exit from the franchise.",https://www.wisden.com/series/ipl-2025/cricket-news/ipl-2025-news-and-latest-updates-ponting-keen-on-ipl-re-entry-dravid-to-join-rr?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Wisden,I would love to coach again in the IPL: Ricky Ponting,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723277536154_437.jpg?,10-08-2024 08:23,800,sports,12.93
mohamed-elsayed-gets-arrested-for-alleged-sexual-assault-1723277423982,System User,Mohamed Elsayed has been arrested for an alleged sexual attack during the Paris Olympics 2024. The Egyptian wrestler was in a local cafe where he groped a customer's buttocks. It is being claimed that an inquiry has been set to deal with the incident. The Egyptian Olympic Committe (EOC) claimed that there would be a disciplinary hearing.,https://sports.info/olympic-games/egyptian-wrestler-mohamed-elsayed-gets-arrested-for-alleged-sexual-assault-at-paris-olympics-2024-6845465?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Sports Info,Mohamed Elsayed gets arrested for alleged sexual assault,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723277312604_434.jpg?,10-08-2024 08:10,800,"sports,entertainment,OLYMPICS_2024",13.38
imane-khelif-hits-back-at-critics-after-winning-olympic-gold-1723264529222,System User,"Algerian boxer Imane Khelif has issued a strong statement, hitting back at her detractors after striking gold in the women's 66 kg Boxing event in the Paris 2024 Olympics. The 25-year-old declared that she is a woman and that the win gives her a special taste, given it has come in the face of all the criticism.",https://www.freepressjournal.in/sports/enemies-of-success-biological-male-boxer-imane-khelif-hits-back-at-detractors-after-historic-gold-at-paris-2024-olympics?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,Imane Khelif hits back at critics after winning Olympic gold,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723264507529_648.jpg?,10-08-2024 04:35,800,sports,12.93
spain-clinch-gold-medal-in-thrilling-5-3-win-over-france-1723231126033,System User,"Spain had to do it the hard way, but they were able to get the job done as they clinched a 5-3 win in extra-time over hosts, France, at the Paris Olympics 2024. They have now won their second gold medal in football throughout Olympics history. The last time Spain won a medal in this sport was back in 1992.",https://sports.info/football/watch-spain-clinch-gold-medal-in-thrilling-5-3-win-over-france-6844981?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,CricTracker,Spain clinch gold medal in thrilling 5-3 win over France,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723231110634_958.jpg?,09-08-2024 19:18,800,sports,12.93
shami-expected-to-make-india-return-versus-bangladesh--reports-1723226385572,System User,"Indian fast bowler Mohammad Shami is reportedly expected to make his return to the national team during the Test series against Bangladesh in September this year. After getting sidelined from international cricket due to an ankle injury last year, the Amroha-born cricketer has made considerable progress in his recovery phase after undergoing surgery on his Achilles tendon.",https://www.sportstiger.com/news/mohammed-shami-to-make-india-return-during-bangladesh-test-series-reports?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Sports Tiger,Shami expected to make India return versus Bangladesh: Reports,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723216448557_692.jpg?,09-08-2024 17:59,800,sports,12.93
berger-saves-last-minute-penalty-to-win-bronze-medal-for-germany-1723218402434,System User,"During the ninth minute of stoppage time, Berger dove to save Alexia Putellas' effort at a penalty, then raised her hands in triumph. Putellas broke down in tears as the game concluded. Germany won the match thanks to a penalty kick converted by Giulia Gwinn in the second half. It was Germany's fourth Olympic bronze medal in women's soccer.",https://sports.info/football/watch-berger-saves-alexia-putellass-last-minute-penalty-to-win-bronze-medal-at-paris-olympics-6810973?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,CricTracker,Berger saves last minute penalty to win bronze medal for Germany,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723218388408_932.jpg?,09-08-2024 15:46,800,sports,12.93
cartoon-network-website-shuts-down-1723276706122,Shreyasi Banerjee,"Warner Bros. Discovery has completely shut down the Cartoon Network website, redirecting visitors to a landing page on Max, its subscription streaming service. ""Looking for episodes of your favourite Cartoon Network shows? Check out what's available to stream on Max (subscription required),"" a pop-up message said on the landing page. Cable subscribers can continue watching Cartoon Network on TVs.",https://www.newsbytesapp.com/news/science/warner-bros-wipes-cartoon-network-website-erasing-years-of-history/story?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,NewsBytes,Cartoon Network website shuts down,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723275537001_674.jpg?,10-08-2024 07:58,800,"entertainment,technology",13.38
former-youtube-ceo-susan-wojcicki-dies-of-cancer--pichai-says--unbelievably-saddened--1723268524653,Shalini ojha,"Susan Wojcicki, the former CEO of YouTube, passed away aged 56 after battling cancer for two years. Expressing grief over her death, Google CEO Sundar Pichai wrote, ""Unbelievably saddened by the loss of my dear friend...It's hard to imagine the world without her."" Her husband Dennis Troper said, ""We are heartbroken, but grateful for the time we had with her.""",https://x.com/sundarpichai/status/1822132667959386588?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,X (Formerly Twitter),Former YouTube CEO Susan Wojcicki passes away due to cancer at 56,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723267295095_381.jpg?,10-08-2024 05:42,800,"world,technology",12.71
google-and-meta-teamed-up-for-ads-targeting-teens--report-1723265454876,Ashley Paul,"Google and Meta teamed up for Instagram ads on YouTube aimed at targeting teenagers, as per a The Financial Times report. Meta is reportedly promoting Instagram ads to users aged between 13 and 17 years on YouTube, despite Google's policy prohibiting personalised ads for users aged under 18 years. Ads are part of Meta's broader efforts at retaining younger users.",https://www.moneycontrol.com/technology/google-and-meta-accused-of-teaming-up-for-ads-targeting-teen-users-article-12792599.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Moneycontrol,Google and Meta teamed up for ads targeting teens: Report,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723264076591_150.jpg?,10-08-2024 04:50,600,technology,10.71
canadian-man-sues-instagram---tiktok-for-ruining-his-productivity-1723261618940,Ashley Paul,"A 24-year-old Canadian man has sued social media platforms including Instagram, TikTok & YouTube for ruining his productivity by being ""too addictive"". The man claims that he has also developed negative views towards his body image due to the platforms' addiction. Lawyers representing the man said the platforms are designed to increase dopamine secretion and get users addicted.",https://www.newsbytesapp.com/news/science/man-sues-tiktok-reddit-youtube-meta-for-being-too-addictive/story?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,NewsBytes,Canadian man sues Instagram & TikTok for ruining his productivity,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723260256366_474.jpg?,10-08-2024 03:46,600,technology,10.71
what-is-the--0-0-0-0-day--bug-being-exploited-by-hackers--1723224338870,Hiral,"Hackers are exploiting a vulnerability known as '0.0.0.0 Day'. Researchers at Oligo Security explained that public websites can communicate with local network services using the IP address 0.0.0.0. However, hackers are taking advantage of this bug by sending malicious requests to their target's 0.0.0.0 IP address, which enables them to collect data that should have been private, researchers said.",https://indianexpress.com/article/technology/tech-news-technology/security-flaw-chrome-mozilla-browsers-9502206/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Indian Express,What is the '0.0.0.0 Day' bug being exploited by hackers?,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723222374236_749.jpg?,09-08-2024 17:25,800,"EXPLAINERS,technology",13
iit--iim-curriculum-outdated--needs-radical-change--amitabh-kant-1723221535459,Mansi Agarwal,"India's G20 Sherpa Amitabh Kant, while talking about AI, said ""The curriculum in IITs, IIMs and IIITs is still very outdated. It needs to be...radically realigned for the world of today."" ""You're producing engineers but they're not skilled to be AI engineers, data scientists or machine learners,"" he stated.  Colleges aren't producing people skilled for the startup movement, he added.",https://youtu.be/O2ofNqy1VoE?t=1297&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Moneycontrol,"IIT, IIM curriculum outdated, needs radical change: Amitabh Kant",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723219264625_973.jpg?,09-08-2024 16:38,600,"education,technology",11
ai-powered-traffic-challans-to-be-issued-on-whatsapp-by-delhi-cops-1723181603074,System User,"Delhites will soon receive traffic challans via WhatsApp as the local traffic police implement an AI-enabled system for automatic number plate recognition. This initiative, directed by L-G VK Saxena, aims to enhance traffic management by automatically detecting violations and issuing challans without human intervention. ",https://trak.in/stories/ai-powered-traffic-challans-to-be-issued-on-whatsapp-by-delhi-cops/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Trak.in,AI-powered traffic challans to be issued on WhatsApp by Delhi cops,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723181530851_737.jpg?,09-08-2024 05:33,800,technology,12.71
ola-electric-teases-launch-of-electric-bike-on-august-15-1723273973104,System User,"Fresh off its public market debut, EV major Ola Electric is now gearing up for the launch of its electric bike on Independence Day. “Ready to witness the future of motorcycling? It’s coming sooner than you think. Be there on 15th August at Sankalp 2024 for the grand reveal,” said the company’s official handle in a post on X. ",https://inc42.com/buzz/ola-electric-teases-launch-of-electric-bike-on-august-15/?utm_medium=referral&utm_source=inshorts&utm_campaign=daily_news&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Inc42,Ola Electric teases launch of electric bike on August 15,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723273936914_212.jpg?,10-08-2024 07:12,800,startup,12.5
quick-commerce-not-taking-away-share-from-kiranas--swiggy-s-majety-1723224783683,Mansi Agarwal,"Sriharsha Majety, the Group CEO of Swiggy, said quick commerce services can't take away market share from kiranas. ""Kirana stores are more about top-up purchases. They sell sachets...which aren't sold by quick commerce companies. The user base is different,"" he said. He added that those shopping via quick commerce didn't majorly use to shop from kiranas.",https://www.moneycontrol.com/news/business/startup/quick-commerce-not-taking-away-share-from-kiranas-says-swiggy-chief-sriharsha-majety-12792491.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Moneycontrol,Quick commerce not taking away share from kiranas: Swiggy's Majety,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723223751144_143.jpg?,09-08-2024 17:33,600,startup,10.5
k-taka-to-give--25-000-month-to-those-quitting-jobs-for-entrepreneurship-1723224732191,Mansi Agarwal,"Karnataka IT Minister Priyank Kharge said the state government will launch a programme that will give ₹25,000 monthly for a year to those who quit jobs to become an entrepreneur. ""It's a small amount considering the...inflation, but...we'll ensure...domestic expenses are taken care of,"" he stated. He said the government will also become the first client for startups in disruptive technologies.",https://www.moneycontrol.com/news/business/startup/quitting-your-job-to-pursue-entrepreneurship-karnataka-to-offer-rs-25k-a-month-programme-soon-says-priyank-kharge-12792523.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Moneycontrol,"K'taka to give ₹25,000/month to those quitting jobs for entrepreneurship",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723222369750_276.jpg?,09-08-2024 17:32,800,startup,12.5
india-achieves-1-4-lakh-startups-milestone--67-499-led-by-women-1723215843027,System User,"India's startup ecosystem thrives with over 1.4 lakh entities recognized by DPIIT as of June 2024, with 67,499 startups led by women. The Startup India initiative, launched in 2016, has fueled innovation, creating over 15.53 lakh direct jobs. Government schemes continue to support and enhance entrepreneurship nationwide.",https://www.thehawk.in/posts/over-1.4-lakh-startups-recognized-in-india-67499-have-women-directors?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Hawk,"India achieves 1.4 lakh startups milestone; 67,499 led by women",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723215765356_660.jpg?,09-08-2024 15:04,800,"startup,national",12.5
byju-s-us-lenders-move-supreme-court-against-bcci-settlement-1723209687447,Mansi Agarwal,The US-based lenders of BYJU'S have moved the Supreme Court against the edtech startup's ₹158-crore settlement with BCCI. The settlement approved by NCLAT pulled BYJU'S out of an insolvency proceeding started by the cricket body. The lenders accuse BYJU'S of using money syphoned from them for the settlement. The apex court will hear the case on Monday.,https://www.ndtvprofit.com/law-and-policy/supreme-court-to-take-up-glas-trusts-appeal-against-nclat-order-in-byjus-case-on-monday?src=p1&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,NDTV Profit,BYJU'S US lenders move Supreme Court against BCCI settlement,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723208885358_382.jpg?,09-08-2024 13:21,600,startup,10.5
mamaearth-parent-s-profit-rises-to--40-cr-in-q1--revenue-jumps-19--1723205231788,System User,"Honasa Consumer, the parent entity of Mamaearth, posted a 62.9% jump in its profit after tax (PAT) to ₹40.2 crore in the June quarter (Q1) of the financial year 2024-25 from ₹24.7 crore in the same quarter of the previous year. The revenue from operations stood at ₹554 crore, higher by 19% over ₹464 crore posted in the year-ago period.",https://inc42.com/buzz/mamaearth-q1-pat-jumps-63-to-inr-40-cr-operating-revenue-rises-19-yoy/?utm_medium=referral&utm_source=inshorts&utm_campaign=daily_news&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Inc42,"Mamaearth-parent's profit rises to ₹40 cr in Q1, revenue jumps 19%",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723202938241_756.jpg?,09-08-2024 12:07,800,startup,12.5
info-edge-q1-net-profits-zoom-75--year-on-year-to--258-85-crore-1723202729606,System User,"Online classified company Info Edge reported a robust growth in its consolidated profits in the first quarter of the ongoing fiscal year (Q1 FY25). The company’s profit zoomed to ₹258.85 crore, a 75% year-on-year (YoY) increase from the ₹147.4 crore it made in Q1 FY24. Its expenses also jumped 7% YoY to ₹484.58 crore.",https://inc42.com/buzz/info-edge-q1-net-profits-zooms-75-yoy-to-inr-258-85-cr/?utm_medium=referral&utm_source=inshorts&utm_campaign=daily_news&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Inc42,Info Edge Q1 net profits zoom 75% year-on-year to ₹258.85 crore,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723202703188_543.jpg?,09-08-2024 11:25,800,startup,12.5
google-to-establish-startup-hub-in-madhya-pradesh--cm-mohan-yadav-1723197614719,System User,"Google Cloud plans to establish a startup hub and centre of excellence in Madhya Pradesh, announced Chief Minister Mohan Yadav. He was speaking at an Invest Madhya Pradesh session in Bengaluru on August 8. As per CM Yadav, the state government received proposals worth nearly INR 3,200 Cr during the session.",https://inc42.com/buzz/stable-money-nets-123-5-cr-to-expand-its-wealthtech-play/?utm_medium=referral&utm_source=inshorts&utm_campaign=daily_news&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Inc42,Google to establish startup hub in Madhya Pradesh: CM Mohan Yadav,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723197574715_680.jpg?,09-08-2024 10:00,800,startup,12.5
india-s-3-richest-business-families-together-worth-singapore-gdp-1723185135048,System User,"India's richest business families—Ambani, Bajaj, and Birla—have a combined net worth of over $460 billion, nearly matching Singapore's GDP, according to the 2024 Barclays Private Clients Hurun India report. The Ambani family leads with ₹25.75 lakh crore. The Adani family, valued at ₹15.45 lakh crore, is excluded due to first-generation criteria. Haldiram Snacks is the top unlisted company.",https://startuppedia.in/trending/trending/indias-3-richest-biz-families-together-worth-singapore-gdp-report-6809342?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Startup Pedia,India's 3 richest business families together worth Singapore GDP,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723185043422_684.jpg?,09-08-2024 06:32,800,"business,startup",12.5
kangana-raises-voice-against-extremists-amid-bangladesh-crisis-1723278484461,System User,"Kangana Ranaut urged everyone that they need to be ready to fight extremists and protect the nation amid the Bangladesh crisis. She said on X, ""Pick your swords and keep them sharp. If not much give 10 mins to self-defence every day. Your submission to other weapons should not be a consequence of your incompetence in fighting.""",https://www.freepressjournal.in/entertainment/kangana-ranaut-raises-voice-against-extremists-to-protect-peace-in-country-amid-bangladesh-crisis-pick-your-swords-keep-them-sharp?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,Kangana raises voice against extremists amid Bangladesh crisis,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723278345107_718.jpg?,10-08-2024 08:28,800,entertainment,13.38
i-could-be-driven-to-commit-murder-if-teacher-hits-my-child--imran-1723277525351,Udit Gupta,"Imran Khan recalled being caned in school as a child and said, ""The regularity with which...teachers used to beat us had...started to get to me."" ""If I imagined...teacher today to...hit my child, I would see red,"" he said on 'We Are Yuvaa' YouTube channel, adding, ""I'd be driven possibly to commit murder, to witness someone assaulting my child like that.""  ",https://indianexpress.com/article/entertainment/bollywood/imran-khan-says-he-could-possibly-be-driven-to-commit-murder-if-a-teacher-raises-their-hand-on-his-daughter-recalls-being-caned-in-school-9506059/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Indian Express,I could be driven to commit murder if teacher hits my child: Imran,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723275661983_223.jpg?,10-08-2024 08:12,600,entertainment,11.38
rejected-film-with-srk-due-to-objectifying-costumes--raveena--1723274852408,Udit Gupta,"Raveena Tandon revealed that she turned down the offer to star opposite Shah Rukh Khan as the film required her to wear costumes that were ""really weird"" and a ""little too objectifying"". ""SRK said, 'Are you mad? Why are you saying no now?' I told him I can't wear that stuff...'I'll feel strange',"" she said in a chat with Filmfare. ",https://www.hindustantimes.com/entertainment/bollywood/raveena-tandon-rejected-film-with-shah-rukh-khan-over-objectifying-costumes-reveals-his-reaction-101723266849954-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,Rejected film with SRK due to objectifying costumes: Raveena ,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723274001394_698.jpg?,10-08-2024 07:27,600,"entertainment,bollywood",11.38
adele-confirms-engagement-to-rich-paul-after-fan-proposes-to-her-at-concert-1723274681839,Shreyasi Banerjee,"Adele has confirmed her engagement to partner Rich Paul. The singer made the announcement during a Germany concert. Adele, responding to a fan's marriage proposal during the concert, said, ""I can't marry you, I'm already getting married."" Adele has been dating US sports agent Paul since 2021 and was previously married to Simon Konecki, with whom she shares a son.",https://www.timesnownews.com/entertainment-news/hollywood/adele-confirms-engagement-to-rich-paul-after-fan-proposes-her-at-munich-concert-says-i-cant-marry-you-article-112418891/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Times Now,Adele confirms engagement to Rich Paul after fan proposes to her at concert,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723273654554_683.jpg?,10-08-2024 07:24,800,entertainment,13.38
actor-vijay-kadam-dies-of-cancer-aged-67-1723273790033,Shalini ojha,"Actor Vijay Kadam, famous for his work in the Marathi industry, has passed away, actor Ajinkya Deo confirmed on Saturday. Kadam was battling cancer and was 67 years old, reports said. He passed away at his home. He had worked in theatre and in movies like 'Tere Mere Sapne', 'Irasaal Karti', 'De Danadan', and 'Hum Do Bundlebaaz'. ",https://www.freepressjournal.in/amp/entertainment/veteran-marathi-actor-vijay-kadam-dies-after-battle-with-cancer-at-67?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Free Press Journal,Actor Vijay Kadam dies of cancer aged 67,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723272490140_146.jpg?,10-08-2024 07:09,800,entertainment,13.38
would-ve-done-it-differently-today--rajkummar-on-hansal-s--shahid--1723273724935,Udit Gupta,"Rajkummar Rao said that he would have done Hansal Mehta's 2012 directorial 'Shahid' differently today. ""I don't know better or not, but different for sure,"" he added. ""You...grow as a human being. What I was 10 years back when I did Shahid and today I have more experience as a person...I'm way more mature in my thought process,"" Rajkummar said.
",https://www.pinkvilla.com/entertainment/exclusives/exclusive-stree-2-actor-rajkummar-rao-says-he-could-have-done-hansal-mehtas-shahid-differently-i-dont-know-better-or-not-but-1337597?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,PINKVILLA,Would've done it differently today: Rajkummar on Hansal's 'Shahid',https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723272446734_117.jpg?,10-08-2024 07:08,600,entertainment,11.38
arjun-rampal-s-x-account-hacked--asks-fans-to-ignore-messages-1723271387433,System User,"On Saturday, Arjun Rampal took to his social media handle to share that his X account has been hacked. Rampal wrote, ""Not good news, my X account has been hacked. Please don't respond to any tweets or messages. #accounthacked."" He was last seen in Aditya Datt's film, Crakk: Jeetegaa Toh Jiyegaa, alongside Vidyut Jammwal, Nora Fatehi and Amy Jackson.",https://www.freepressjournal.in/entertainment/arjun-rampals-x-account-hacked-actor-urges-fans-not-to-respond-to-messages-not-good-news?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,"Arjun Rampal's X account hacked, asks fans to ignore messages",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723271377424_366.jpg?,10-08-2024 06:29,800,entertainment,13.38
model-apologises-to-kiara-after-bold-ramp-walk-with-sidharth-1723270391062,System User,"Actor Sidharth Malhotra and model Alicia Kaur set the ramp on fire with their bold act during a fashion event in Delhi. Their chemistry has created quite a buzz on the internet. In the videos, Sidharth is seen holding her close. Alicia also playfully pulled Sidharth by his collar. Sharing a video on Instagram, the model wrote, ""Sorry Kiara."" ",https://www.freepressjournal.in/entertainment/model-apologises-to-kiara-advani-after-sidharth-malhotra-holds-her-close-during-hot-bold-ramp-walk-video?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,Model apologises to Kiara after bold ramp walk with Sidharth,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723270380182_530.jpg?,10-08-2024 06:13,800,entertainment,13.38
swedish-uyghur-committee-demands-global-action-on-china-s-genocide-1723214193754,System User,"A Sweden-based Uyghur rights group, the Swedish Uyghur Committee, urged global action against China's genocide in East Turkistan. The group highlighted China's Belt and Road Initiative as a cover for occupation and called on Sweden and the international community to lead efforts to hold China accountable for its human rights abuses.",https://www.thehawk.in/posts/swedish-uyghur-committee-urges-global-action-against-china's-genocide-in-east-turkistan?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Hawk,Swedish Uyghur Committee demands global action on China’s genocide,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723214137645_140.jpg?,09-08-2024 14:36,800,"hatke,world",13.7
chinese-american-sentenced-to-25-years-for-spying-for-beijing-1723201911026,System User,"Shujun Wang, a 75-year-old US citizen, was sentenced to up to 25 years in prison for spying for China. Wang, a pro-democracy activist, secretly collected information on dissidents in the US and reported it to China's Ministry of State Security. The FBI's investigation uncovered his espionage activities.",https://www.thehawk.in/posts/chinese-american-sentenced-to-25-years-in-prison-for-spying-on-dissidents-for-beijing?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Hawk,Chinese-American sentenced to 25 years for spying for Beijing,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723201863222_698.jpg?,09-08-2024 11:11,800,"hatke,world",13.7
iranian-navy-unveils-missiles-with-explosive-warheads--report-1723200711116,System User,"The Iranian Revolutionary Guards have added new cruise missiles to their navy fleet, equipped with highly explosive, undetectable warheads. According to the semi-official Tasnim News Agency, these advanced missiles can cause extensive damage and sink their targets, marking a significant boost in Iran's military capabilities.",https://www.thehawk.in/posts/iranian-guards-navy-has-new-missiles-with-highly-explosive-warheads:-report?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Hawk,Iranian Navy unveils missiles with explosive warheads: Report,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723200670803_457.jpg?,09-08-2024 10:51,800,"hatke,world",13.7
